Product Title,Listing Type (Sponsored/ Organic),Avg. Star Rating,Quantities bought in the last month,Special deal running,MRP of the product,Selling Price,Presence of a Bestseller/Amazon’s Choice Tag,Date of Delivery
Little's Organix Baby Shampoo 400ml | Mild & Gentle I Dermatologically Tested | Enriched wIth Organic Ingredients - Neem & Aloe Vera extracts I Free from Paraben & Phthalates,N/A,4.2,400+ bought in past month,-13%,,279,N/A,"Thursday, 16 May"
Sebamed Baby Shampoo 50ml|Ph 5.5| Camomile|Natural moisturisers|No tears formula|For delicate scalp,N/A,4.5,2K+ bought in past month,-14%,,172,"Amazon's
Choice",
"Mother Sparsh Milky Soft Baby Shampoo - 400ml | For Daily Moisturizing | Tear Free Formula With Milk Protein, Vitamin E & Coconut Oil",N/A,4.6,2K+ bought in past month,-43%,,258,"Amazon's
Choice",
"The Moms Co. Tear-Free Natural Baby Shampoo| Australia-Certified Toxin-Free | Cleans & Conditions Hair | With Organic Argan Oil, Moringa Oil & Coconut-based Cleansers- 200 ml",N/A,4.3,1K+ bought in past month,-38%,,244,"Amazon's
Choice",
"The Indi Mums Natural Baby Shampoo | Soapnut (Reetha), Shikakai & Flaxseed Oil |Tear Free & Chemical Free | Gentle On Hair & Scalp 200 ML",N/A,4.2,200+ bought in past month,-25%,,299,N/A,
"Baby Forest Nikhrae Kesh Baby Shampoo Infused With Paraben- Free | Contains 8 Ayurvedic Natural Essential Oils, Herbs, Flowers, Seeds oil & Medicinal plants | 200ml",N/A,3.9,100+ bought in past month,-5%,,755,N/A,"Wednesday, 15 May"
Johnson's Baby No More Tears Baby Shampoo 200ml,N/A,4.4,800+ bought in past month,-5%,,175,N/A,"Tuesday, 14 May"
"Mee Mee Gentle Baby Shampoo 200ml | Tear-Free, Hypoallergenic, Sulphate and Paraben-Free | Enriched with Fruit Extracts | Ideal for Nourishing Baby's Hair (Single Pack)",N/A,4.4,400+ bought in past month,-28%,,144,"Amazon's
Choice","Tuesday, 14 May"
"Bumtum Baby Shampoo Gentle No Tears For Babies/Child/Kids, Paraben & Sulfate Free, Derma Tested (400ml, 0-5 Years)",N/A,4.8,50+ bought in past month,-50%,,199,N/A,"Friday, 17 May"
Spoo Shampoo Tedibar Gentle Baby Shampoo 125Ml No Tears | Gentle On Scalp | No. 1 Pediatrician Prescribed Shampoo*- By Torrent Pharma,N/A,4.5,2K+ bought in past month,N/A,,300,N/A,"Tuesday, 14 May"
"Chicco Baby Moments Shampoo for Tear-Free Bath times, New Advanced formula with Natural Ingredients, Suitable for baby’s tangle Free, smooth hair, No Phenoxyethanol and Parabens (500ml)",N/A,4.4,N/A,-10%,,494,N/A,"Tuesday, 14 May"
"Mother Sparsh Milky Soft Baby Shampoo - 200ml | For Daily Moisturizing | Tear Free Formula With Milk Protein, Vitamin E & Coconut Oil",N/A,4.6,N/A,-30%,,185,N/A,
"Mothercare All We Know Baby Shampoo (300ml, Pack of 2)",N/A,4.4,200+ bought in past month,-13%,,523,N/A,
Dabur Baby Gentle Nourishing Shampoo with Ayurvedic herbs| 100% soap free | Dermatologically tested - 200 ml,N/A,4.2,200+ bought in past month,-15%,,144,"Amazon's
Choice",
SPOO Tedibar Gentle Baby Shampoo 200Ml No Tears Gentle On Scalp No.1 Pediatrician Prescribed Shampoo*- By Torrent Pharma,N/A,4.6,2K+ bought in past month,-7%,,429,"Amazon's
Choice","Wednesday, 15 May"
Himalaya Gentle Baby Shampoo (100ml),N/A,4.3,200+ bought in past month,N/A,,105,N/A,"Wednesday, 15 May"
"Mamaearth Coco Soft Shampoo with Coconut Milk & Turmeric, for babies, for Gentle Cleansing - 400 ml",N/A,4.2,500+ bought in past month,-10%,,404,"Amazon's
Choice","Tuesday, 14 May"
"Mother Sparsh Plant Powered Natural Baby Shampoo With Vanilla Oil, Vitamin E & Coconut Oil | Nourishes Baby's Scalp & Hair - 200ml",N/A,4.3,200+ bought in past month,-29%,,275,"Amazon's
Choice",
"Mothercare All We Know Baby Shampoo, 300ml",N/A,4.4,N/A,-8%,,274,N/A,
"Chicco Baby Moments Shampoo for Tear-Free Bath Times, New Advanced Formula with Natural Ingredients, Suitable for Baby’s Tangle Free, Smooth Hair, No Phenoxyethanol and Parabens (100ml)",N/A,4.4,300+ bought in past month,-10%,,125,N/A,"Tuesday, 14 May"
"Softsens Baby TEAR FREE Shampoo | Mild, Hypoallergenic , Paraben & Sufate Free (200ml x Pack of 2)",N/A,4.2,100+ bought in past month,-25%,,263,N/A,
"Aveeno Baby Daily Moisture Wash & Shampoo | Gentle Cleanser for Head to Toe | Tear Free & Soap Free Formula with Active Natural Oats | for Dry & Sensitive Skin | US Pediatrician Recommended, 532ml",N/A,4.6,1K+ bought in past month,-29%,,"1,100",N/A,"Tuesday, 14 May"
"The Moms Co. Tear-Free Natural Baby Shampoo| Australia-Certified Toxin-Free | Cleans & Conditions Hair | With Organic Argan Oil, Moringa Oil & Coconut-based Cleansers- 400 ml",N/A,4.5,300+ bought in past month,-38%,,434,"Amazon's
Choice","Wednesday, 15 May"
"Maate Baby Shampoo for Kids (250 ml) | With Shikakai, Amla & Cabbage Rose | Deep Cleanses, & Nourishes Scalp & Hair | Tear Free & Chemical Free |",N/A,4.2,50+ bought in past month,-7%,,650,N/A,
Mee Mee Baby Shampoo - Tender Cleaning Infused with Fruit Extracts | Tear-Free Formula | Hypoallergenic | Healthy and Glossy Hair | Free from Artificial Preservatives | Ideal for Newborns | 100ml,N/A,4.4,50+ bought in past month,-10%,,89,N/A,16 - 17 May
"Cipla Health Mamaxpert Baby Shampoo 400Ml | Gentle Baby Shampoo for Hair & Scalp | No tears formula | Free from Paraben, Sulphates, Toxins| 0-5 Years",N/A,4.0,50+ bought in past month,-30%,,300,N/A,"Wednesday, 15 May"
"Johnson's Baby No More Tears Shampoo, 100ml",N/A,4.4,100+ bought in past month,-35%,,68,N/A,"Saturday, 18 May"
"Chicco No-tears Shampoo for Soft and Tangle-free Baby Hair, Dermatologically tested, Paraben free (500 ml)",N/A,4.4,N/A,-31%,,378,"Amazon's
Choice","Wednesday, 15 May"
"Baby Forest Nikhrae Kesh Baby Shampoo Infused With Paraben- Free | Contains 8 Ayurvedic Natural Essential Oils, Herbs, Flowers, Seeds oil & Medicinal plants | 200ml",N/A,3.9,100+ bought in past month,-5%,,755,N/A,"Wednesday, 15 May"
"Cetaphil Baby Shampoo, 200 ml",N/A,4.4,700+ bought in past month,N/A,,748,N/A,"Tuesday, 14 May"
"Mother Sparsh Plant Powered Natural Baby Shampoo With Vanilla Oil, Vitamin E & Coconut Oil | Nourishes Baby's Scalp & Hair - 400ml",N/A,4.3,50+ bought in past month,-39%,,427,N/A,"Tuesday, 14 May"
Parachute Advansed Baby Shampoo for Kids |Clear| Doctor Certified | Tear Free | Tender Coconut Water & Virgin Coconut Oil | Soft & Shiny Hair | 200ml,N/A,4.3,100+ bought in past month,N/A,,185,N/A,"Tuesday, 14 May"
CETAPHIL Baby Daily Lotion (400ml) And Cetaphil Baby Gentle Wash And Shampoo (230ml) Combo,N/A,4.6,100+ bought in past month,-9%,,"1,479","Amazon's
Choice","Tuesday, 14 May"
"Burt'S Bees Baby Bee Shampoo & Wash, 21 Fl Oz",N/A,4.6,N/A,-25%,,"2,999",N/A,"Friday, 17 May"
"Johnson's Baby No More Tears Shampoo, 475ml",N/A,4.2,50+ bought in past month,-2%,,589,N/A,"Thursday, 16 May"
Khadi Natural baby Shampoo With Rice & Triphala | Hypoallergenic & Tear Free | Baby Care | 0-5 years | pH Balanced| Gentle Shampoo for Babies | 200 ml,N/A,3.9,100+ bought in past month,-40%,,209,N/A,"Tuesday, 14 May"
"Cetaphil Baby Shampoo & Wash, White, Chamomile, 230 ml",N/A,4.5,N/A,N/A,,,N/A,
"Mustela Gentle Baby Shampoo, White, 200ml",N/A,4.4,200+ bought in past month,-10%,,680,N/A,
"Mamaearth Gentle Cleansing Natural Baby Shampoo, 400ml (White)",N/A,4.3,3K+ bought in past month,-25%,,299,"Amazon's
Choice",
"Softsens Baby TEAR FREE Shampoo | Mild, Hypoallergenic , Paraben & Sufate Free (200ml x Pack of 2)",N/A,4.2,100+ bought in past month,-25%,,263,N/A,
Spoo Shampoo Tedibar Gentle Baby Shampoo 125Ml No Tears | Gentle On Scalp | No. 1 Pediatrician Prescribed Shampoo*- By Torrent Pharma,N/A,4.5,2K+ bought in past month,N/A,,300,N/A,"Tuesday, 14 May"
"CITTA Natural Gentle Tear-free Foaming Baby Shampoo for new born & Kids with Coconut Oil, Olive Oil and Oats | For delicate scalp | Promote hair growth | 150 ml",N/A,4.3,N/A,,,759,N/A,
Little's Organix Baby Shampoo 400ml | Mild & Gentle I Dermatologically Tested | Enriched wIth Organic Ingredients - Neem & Aloe Vera extracts I Free from Paraben & Phthalates,N/A,4.2,400+ bought in past month,-13%,,279,N/A,"Thursday, 16 May"
"Garnier Skin Naturals, Bright Complete 30X Vitamin C Booster Face Serum, Increases Skin's Glow Instantly and Reduces Spots Overtime, with 2% Niacinamide + 0.5% Salicylic Acid, for Men & Women, 30 ml",N/A,4.0,N/A,-37%,,389,N/A,
"The Derma Co 10% Vitamin C Face Serum with Vitamin C, 5% Niacinamide & Hyaluronic Acid for Skin Radiance - 30ml",N/A,4.0,7K+ bought in past month,-10%,,583,N/A,
"WOW Skin Science Brightening 20% Vitamin C Face Serum | Boost Collagen and Elastin for Anti aging, Skin Repair | For Dark Circles, Fine Lines | Glowing Skin | Hydrates | 30 ml",N/A,3.9,3K+ bought in past month,-68%,,226,N/A,"Tuesday, 14 May"
"The Derma Co 10% Niacinamide Face Serum For Acne Marks & Acne Prone Skin For Unisex, 10ml (Dermaco)",N/A,4.1,8K+ bought in past month,-15%,,212,"Amazon's
Choice","Tuesday, 14 May"
"Garnier Skin Naturals, Bright Complete 30X Vitamin C Booster Face Serum, Increases Skin's Glow Instantly and Reduces Spots Overtime, with 2% Niacinamide + 0.5% Salicylic Acid, for Men & Women, 30 ml",N/A,4.0,N/A,-37%,,389,N/A,
"Mamaearth Vitamin C Daily Glow Face Serum for Men & Women - Vitamin C Serum for Glowing Skin, Oily Skin & Dark Spots, With 50x Vitamin C -10ml",N/A,4.0,3K+ bought in past month,-10%,,202,N/A,"Tuesday, 14 May"
"The Derma Co 10% Niacinamide Face Serum For Acne Marks & Acne Prone Skin For Unisex, 10ml (Dermaco)",N/A,4.1,8K+ bought in past month,-15%,,212,"Amazon's
Choice","Tuesday, 14 May"
"The Derma Co 10% Vitamin C Face Serum with Vitamin C, 5% Niacinamide & Hyaluronic Acid for Skin Radiance - 30ml",N/A,4.0,7K+ bought in past month,-10%,,583,N/A,
"The Derma Co 10% Niacinamide Face Serum For Acne Marks & Acne Prone Skin For Unisex, 10ml (Dermaco)",N/A,4.1,8K+ bought in past month,-15%,,212,"Amazon's
Choice","Tuesday, 14 May"
"Foxtale 15% Vitamin C Face Serum for Glowing Skin | Pure L-Ascorbic Acid and Vitamin E | Brightening Serum for Dark Spots,Dull Skin,Uneven Skin Tone | All Skin Types | 30 ml",N/A,4.0,N/A,-35%,,386,N/A,"Tuesday, 14 May"
"Garnier Skin Naturals, Bright Complete 30X Vitamin C Booster Face Serum, Increases Skin's Glow Instantly and Reduces Spots Overtime, with 2% Niacinamide + 0.5% Salicylic Acid, for Men & Women, 30 ml",N/A,4.0,N/A,-37%,,389,N/A,
Pond's Bright Beauty Anti-Pigmentation Serum 14ml,N/A,3.9,2K+ bought in past month,-40%,,149,N/A,"Tuesday, 14 May"
Plum 10% Niacinamide Face Serum | with Rice Water & Squalane| Brightens Skin | Clears Blemishes | Suits All Skin Types | Fragrance-Free | 10 ml,N/A,4.1,3K+ bought in past month,-20%,,198,"Amazon's
Choice",
"Minimalist 10% Niacinamide Face Serum for Acne Marks, Blemishes & Oil Balancing with Zinc | Skin Clarifying Anti Acne Serum for Oily & Acne Prone Skin (30 ml (Pack of 1))",N/A,4.2,10K+ bought in past month,-5%,,569,N/A,
Mamaearth Beetroot Hydraful Essence Serum - 50 ml For Hydrated Pink Glow with Beetroot & 1% Hyaluronic Acid Complex Face Serum | Upto 92% Instant Hydration | For Daily Smooth,N/A,4.8,N/A,-25%,,373,N/A,"Tuesday, 14 May"
Biotique Dandelion Youth Anti-Ageing Serum| Ayurvedic and Organically Pure| Anti-Ageing Serum for Men & Women| Reduces Fine Lines & Wrinkles |100% Botanical Extracts| All Skin Types | 40ml,N/A,4.0,2K+ bought in past month,-28%,,165,N/A,
"COSRX Snail Mucin 96% Power Repairing Essence 3.38 fl.oz 100ml, Hydrating Serum for Face with Snail Secretion Filtrate for Dull Skin & Fine Lines, Korean Skincare",N/A,4.3,10K+ bought in past month,-33%,,969,"Amazon's
Choice","Tuesday, 14 May"
"DOT & KEY Dot&Key 10% Vitamin C + E,5% Niacinamide Serum|Vitamin C Serum For Glowing Skin|Fades Pigmentation & Dark Spots|Vit C Serum With Blood Orange&Pumpkin|For Uneven&Dull Skin,All Skin Types|20Ml",N/A,4.0,2K+ bought in past month,-13%,,435,N/A,
"Plum 15% Vitamin C Face Serum For Glowing Skin | Reduces Dark Spots | For Dull Skin | With Mandarin | Beginner Friendly, For All Skin Types | 100% Vegan | 10 ml",N/A,4.1,3K+ bought in past month,-10%,,270,N/A,"Sunday, 19 May"
Himalaya Dark Spot Clearing Turmeric Face Serum | Organically sourced Turmeric | Reduce dark spots in 7 days | 10% Glycolic Acid & 2% Niacinamide | 30ml,N/A,3.7,2K+ bought in past month,-30%,,349,N/A,"Wednesday, 15 May"
"Minimalist 2% Alpha Arbutin Serum for Pigmentation & Dark Spots Removal | Anti-pigmentation Face Serum For Men & Women with Hyaluronic Acid to Remove Blemishes, Acne Marks & Tanning | 30 ml",N/A,4.1,7K+ bought in past month,-5%,,521,"Amazon's
Choice",
"The Derma Co 2% Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide For Dark Spots & Pigmentation, 30ml",N/A,3.9,9K+ bought in past month,-10%,,448,N/A,
"L'Oreal Paris Instant Glowing Serum, 1% Glycolic Acid, 2% Niacinamide Serum, Visibly Minimizes Spots, Reveals Even Skin Tone, Glycolic Bright Skin, 30ml",N/A,4.1,3K+ bought in past month,-40%,,449,"Amazon's
Choice",
"WOW Skin Science Brightening 20% Vitamin C Face Serum | Boost Collagen and Elastin for Anti aging, Skin Repair | For Dark Circles, Fine Lines | Glowing Skin | Hydrates | 30 ml",N/A,3.9,3K+ bought in past month,-68%,,226,N/A,"Tuesday, 14 May"
"The Derma Co 10% Vitamin C Face Serum with Vitamin C, 5% Niacinamide & Hyaluronic Acid for Skin Radiance - 30ml",N/A,4.0,7K+ bought in past month,-10%,,583,N/A,
Pilgrim 2% Kojic Acid Serum for face (30 ml) with 1% Alpha Arbutin & Korean White Lotus For Acne & Darks spots| Anti-pigmentation Face Serum For Men & Women | For All Skin Types,N/A,4.7,700+ bought in past month,-20%,,395,"Amazon's
Choice","Wednesday, 15 May"
"Foxtale 15% Vitamin C Face Serum for Glowing Skin | Pure L-Ascorbic Acid and Vitamin E | Brightening Serum for Dark Spots,Dull Skin,Uneven Skin Tone | All Skin Types | 30 ml",N/A,4.0,N/A,-35%,,386,N/A,"Tuesday, 14 May"
"Gabit 20% Vitamin C Face Serum for Glowing Skin | Brightening Serum for Dark Spots, Dull Skin, Tanned Skin | Improves Wrinkles | Hyaluronic, Ferulic, CiCa, Prebiotic, Probiotic | Oil & PEG free |20 ml",N/A,4.1,N/A,N/A,,620,N/A,"Wednesday, 15 May"
PILGRIM Korean 0.5% Retinol & 1% Hyaluronic Acid Lift & Firm Anti Aging Serum | Retinol serum for face| Reduce Fine Lines & Wrinkles|For Men & Women |All Skin Types|30ml,N/A,4.1,1K+ bought in past month,-20%,,519,N/A,
"Garnier Skin Naturals, Bright Complete 30X Vitamin C Booster Face Serum, Increases Skin's Glow Instantly and Reduces Spots Overtime, with 2% Niacinamide + 0.5% Salicylic Acid, for Men & Women, 15 ml",N/A,4.0,3K+ bought in past month,N/A,,249,N/A,"Wednesday, 15 May"
"LAKMÉ 9To5 Vitamin C+ Facial Serum with 98% Pure Vitamin C complex, for Healthy, glowing skin, 30ml",N/A,4.0,1K+ bought in past month,-41%,,352,"Amazon's
Choice",
Minimalist 10% Vitamin C Face Serum for Glowing Skin (Formulated & Tested For Sensitive Skin) | Non Irritating | Non Sticky | Brightening Vit C Formula For Men and Women | 30 ml (30 ml),N/A,4.1,8K+ bought in past month,-5%,,664,"Amazon's
Choice",
Lotus Herbals WhiteGlow Vitamin C and Gold Radiance Face Serum | Reduces Dark Spots | Enriched with Vitamin C & Gold | | 100x More Vitamin C | Smoothens Skin | Boosts Radiance | Paraben-Free | 30ml,N/A,4.3,2K+ bought in past month,-30%,,367,"Amazon's
Choice",
"Swiss Beauty 24 K Gold Face Serum, 100ml",N/A,3.9,300+ bought in past month,-7%,,314,N/A,"Wednesday, 15 May"
"Foxtale 5% Niacinamide Face Serum with Olive Leaf Extract & Propanediol | For Oil Control & Brightening | Blurs Pores Instantly, Lightweight & Non-sticky | All Skin Types, Men & Women | 5ml",N/A,4.5,100+ bought in past month,-50%,,50,N/A,"Wednesday, 15 May"
"Minimalist 5% Niacinamide Face Serum for Clear Glowing Skin, Reduces Dullness, Hydrates & Repairs Skin with Vit B3 & Hyaluronic Acid, Day & Night Serum for Dry & Sensitive Skin, For Women & Men,30 ml",N/A,4.2,4K+ bought in past month,-5%,,569,N/A,
PILGRIM Korean 0.5% Retinol & 1% Hyaluronic Acid Lift & Firm Anti Aging Serum | Retinol serum for face| Reduce Fine Lines & Wrinkles|For Men & Women |All Skin Types|30ml,N/A,4.1,1K+ bought in past month,-20%,,519,N/A,
L'Oréal Paris Revitalift 1.5% HYALURONIC ACID SERUM 30ml,N/A,4.2,3K+ bought in past month,-40%,,599,"Amazon's
Choice",
"Lakme 6% Vitamin E, Niacinamide, Vitamin F & Pro-Ceramides Dew Drama Serum for improved Skin Barrier & Dewy, Radiant Skin, 15ml",N/A,4.3,200+ bought in past month,-16%,,209,N/A,"Wednesday, 15 May"
"Dr Batra's Skin Fairness Serum, For Bright Skin & Complexion, Glowing & Healthy Skin, Silicone & Hydroquinone free, Suitable for all skin (50 ml)",N/A,3.7,300+ bought in past month,-74%,,170,N/A,"Wednesday, 15 May"
"Minimalist 16% Vitamin C Face Serum (Advanced) With Vit E, & Ferulic Acid For Glowing Skin | Advanced Brightening Formula With Power of Vit C & E, Ferulic Acid & Fullerenes | 20ml",N/A,4.1,5K+ bought in past month,-5%,,569,"Amazon's
Choice",
"The Man Company 40% Vitamin C Face Serum With Hyaluronic Acid | Boosts Collagen | Glowing & Brightening Skin | Soft, Smooth & Supple | All Skin Types - 30ml",N/A,4.0,2K+ bought in past month,-30%,,349,N/A,
Nourish Mantra Glow Serum | Face Serum | Vitamin C & Vitamin E | No Parabens & Sulphates | Glow serum for oily & dry skin - 30 ml,N/A,4.4,50+ bought in past month,-25%,,449,N/A,"Tuesday, 14 May"
"DOT & KEY Dot&Key 10% Vitamin C + E,5% Niacinamide Serum|Vitamin C Serum For Glowing Skin|Fades Pigmentation & Dark Spots|Vit C Serum With Blood Orange&Pumpkin|For Uneven&Dull Skin,All Skin Types|20Ml",N/A,4.0,2K+ bought in past month,-13%,,435,N/A,
"Plum 5% Niacinamide Face Serum for Clear, Bright Skin | Fades Blemishes & Dark Spots| With Rice Water |Lightweight| Beginner Friendly | All Skin Types| Women & Men | Fragrance-Free | 100% Vegan | 30 ml",N/A,4.3,2K+ bought in past month,-8%,,549,N/A,
"Minimalist 2% Hyaluronic Acid + PGA Serum for Intense Hydration, Glowing Skin & Fine Lines | Daily Hydrating Face Serum For Women & Men with Dry, Normal & Oily Skin | 30 ml",N/A,4.3,3K+ bought in past month,-5%,,569,"Amazon's
Choice",
"Dot & Key Hydrating Hyaluronic Acid Serum With Vitamin C + E | For Plump, Glowing Skin | Face Serum for Dry Skin, Oily & Normal Skin | With Ceramide & Acai Berry | 30ml",N/A,4.2,1K+ bought in past month,-30%,,466,N/A,
"Lakme 8% AHA-BHA-PHA+ Complex Lumi Smooth Serum for Luminous Skin & Improved, Smooth Skin Texture, 15ml",N/A,4.3,300+ bought in past month,-24%,,189,"Amazon's
Choice","Wednesday, 15 May"
The Derma Co 2% Salicylic Acid Serum with Witch Hazel & Willow Bark for Active Acne - 30 ml,N/A,4.1,5K+ bought in past month,-10%,,448,N/A,
Deconstruct 10% Vitamin C Face Serum For Glowing Skin | Beginner Friendly Vit C Serum With Pure 3-O-Ethyl Ascorbic Acid & Ferulic Acid | Highly Effective Yet Gentle (Non Irritating) - 20 Ml,N/A,4.8,500+ bought in past month,-15%,,440,N/A,"Saturday, 18 May"
"Biotique Vitamin C Dark Spot Solution Serum 30ml | Brightening, Radiant Skin, Reduce Pigmentation |All Skin Tone | SLS & Paraben Free",N/A,4.0,1K+ bought in past month,-34%,,372,N/A,
"Lacto Calamine 2% Salicylic Acid Serum | 30ml | Face Serum For Acne, Blackheads, Oil control & Open Pores | Serum For Clear Skin | Face Serum for Women & Men | Dermatologically Tested & Fragrance Free",N/A,4.0,1K+ bought in past month,-40%,,299,"Amazon's
Choice","Wednesday, 15 May"
"Cos-IQ 5% Niacinamide Face Serum for Clear Glowing Skin, Reduces Dullness, Hydrates & Repairs Skin with Vit B3 & Hyaluronic Acid, Day & Night Serum | For Women & Men | 30ml",N/A,3.9,600+ bought in past month,-60%,,199,N/A,"Wednesday, 15 May"
The Derma Co 5% Niacinamide Daily Face Serum with Alpha Arbutin & Multivitamin for Clear & Spotless Skin - 30ml,N/A,4.1,1K+ bought in past month,-10%,,448,N/A,
"mCaffeine Green Tea Hydrating Face Serum for Glowing Skin with Vitamin C & Hyaluronic Acid | Reduces Dark Spots, Pigmentation & Prevents Sun Damage | For Men & Women | 72 Hrs Hydration | 40ml",N/A,4.1,300+ bought in past month,-17%,,518,N/A,
"Minimalist Multi Peptide Night Face Serum for Ageless Younger Skin, 30 ml | Collagen Boosting, Hydrating & Overnight Repair Serum for Women & Men with 7% Matrixyl 3000 & 3% Bio-Placenta",N/A,4.3,1K+ bought in past month,-5%,,664,"Amazon's
Choice",
"RENEE Snail 99 Mucin Serum for Face - Contains 99% Snail Secretion Filtrate & Hyaluronic Acid - Intense Hydration, Blemishes, Wrinkles & Spot Correction, Anti Ageing, Skin Firming - All Skin Types",N/A,4.8,700+ bought in past month,-13%,,649,N/A,"Wednesday, 15 May"
"ENN LITT UP Ubtan Oil-free Brightening Serum for Face Glowing & Whitening, With Turmeric & Saffron for Skin Radiance, Reduces Hyper Pigmentation, Lightweight Anti-Ageing Seerum for Women & Men, 15ml",N/A,4.3,50+ bought in past month,-35%,,226,"Amazon's
Choice","Tuesday, 14 May"
"L'SENSA 7 in1 Youth Complex™ Vitamin C Serum with Hyaluronic Acid, Niacinamide,Tripeptide-5, Ferulic Acid, Vitamin-E for Anti-Ageing, Anti-Wrinkle and Anti-Spots| For All Skin Types - 10ml",N/A,4.8,50+ bought in past month,-51%,,439,N/A,"Wednesday, 15 May"
The Derma Co Sali-Cinamide Anti-Acne Face Serum with 2% Salicylic Acid & 5% Niacinamide for Acne & Acne Marks - 30ml,N/A,4.1,2K+ bought in past month,-10%,,538,N/A,
"Ustraa 20% Vitamin C Face Serum, 30ml with Hyaluronic Acid & 20% Vitamin C in the Purest form, Anti-Aging, Fights Dark Spots, Radiant Skin, Brightening, Hydration",N/A,4.0,100+ bought in past month,-41%,,474,"Amazon's
Choice",
"Lakme 6% Vitamin E, Niacinamide, Vitamin F & Pro-Ceramides Dew Drama Serum for improved Skin Barrier & Dewy, Radiant Skin, 15ml",N/A,4.3,200+ bought in past month,-16%,,209,N/A,"Wednesday, 15 May"
PILGRIM Niacinamide 5% + Alpha Arbutin 1% Skin Clarifying Serum for acne & acne marks | All Skin Types | For Men & Women | Korean Skin Care | Vegan & Cruelty-free | 30ml,N/A,4.1,400+ bought in past month,-28%,,498,"Amazon's
Choice",
"Foxtale 3% Tranexamic Acid & Peptide Serum for Pigmentation | Reduces Marks & Hyperpigmentation | Even Out Skin Tone | All Skin Types | Men and Women, 30 ml",N/A,4.1,2K+ bought in past month,-35%,,386,N/A,
Himalaya Dark Spot Clearing Turmeric Face Serum | Organically sourced Turmeric | Reduce dark spots in 7 days | 10% Glycolic Acid & 2% Niacinamide | 30ml,N/A,3.7,2K+ bought in past month,-30%,,349,N/A,"Wednesday, 15 May"
"The Derma Co 10% Vitamin C Face Serum with Vitamin C, 5% Niacinamide & Hyaluronic Acid for Skin Radiance - 30ml",N/A,4.0,7K+ bought in past month,-10%,,583,N/A,
"Foxtale 15% Vitamin C Face Serum for Glowing Skin | Pure L-Ascorbic Acid and Vitamin E | Brightening Serum for Dark Spots,Dull Skin,Uneven Skin Tone | All Skin Types | 30 ml",N/A,4.0,N/A,-35%,,386,N/A,"Tuesday, 14 May"
"Foxtale 3% Tranexamic Acid & Peptide Serum for Pigmentation | Reduces Marks & Hyperpigmentation | Even Out Skin Tone | All Skin Types | Men and Women, 30 ml",N/A,4.1,2K+ bought in past month,-35%,,386,N/A,
"Gabit 8% Vitamin C Face Serum for Glowing Skin | Brightening Serum for Dark Spots, Dull Skin, Uneven Skin Tone | Boosts Collagen Production | All Skin Types |30 ml",N/A,4.1,100+ bought in past month,-10%,,585,N/A,"Wednesday, 15 May"
